Straßennummer,Straßenname,Ortsbezirk,Stadtteil Name,Stadtbezirk,Stadtbezirksvorst,Schiedsleutebezirk,Sozialrathaus Name,Polizeirevier,Postleitzahl,Address,Latitude,Longitude,class,type
2897,Ludwig-Klemann-Weg,16,Bergen-Enkheim,680,16.83,16,Ost,18.0,60388,Ludwig-Klemann-Weg 60388 Frankfurt,50.1576269,8.7511497,highway,way
1621,Ludwig-Landmann-Straße,7,Praunheim,422,7.59,7,Bockenheim,14.0,60488,Ludwig-Landmann-Straße 60488 Frankfurt,50.1391625,8.6125637,highway,way
1621,Ludwig-Landmann-Straße,7,Bockenheim,343,7.57,2,Bockenheim,11.0,60487,Ludwig-Landmann-Straße 60487 Frankfurt,50.1296546,8.6222118,highway,way
1621,Ludwig-Landmann-Straße,7,Bockenheim,343,7.57,2,Bockenheim,11.0,60486,Ludwig-Landmann-Straße 60486 Frankfurt,50.1162485,8.6277968,highway,way
2773,Ludwig-Quidde-Straße,15,Nieder-Eschbach,670,15.82,15,Nord,14.0,60437,Ludwig-Quidde-Straße 60437 Frankfurt,50.2001782,8.6654935,highway,way
1622,Ludwig-Rehn-Straße,5,Sachsenhausen-N.,322,5.33,5A,Sachsenhausen,8.0,60596,Ludwig-Rehn-Straße 60596 Frankfurt,50.0966964,8.6656098,highway,way
3073,Ludwig-Reinheimer-Straße,8,Heddernheim,431,8.61,8,Nord,14.0,60439,Ludwig-Reinheimer-Straße 60439 Frankfurt,50.1646708,8.6394886,highway,way
1623,Ludwig-Richter-Straße,9,Eschersheim,452,9.66,9,Dornbusch,12.0,60433,Ludwig-Richter-Straße 60433 Frankfurt,50.1543533,8.6610087,highway,way
3014,Ludwig-Ruppel-Straße,10,Bonames,491,10.7,10,Nord,14.0,60437,Ludwig-Ruppel-Straße 60437 Frankfurt,50.1810475,8.659826,highway,way
1625,Ludwig-Scriba-Straße,6,Höchst,580,6.45,6C,Höchst,17.0,65929,Ludwig-Scriba-Straße 65929 Frankfurt,50.1030397,8.5519615,highway,way
1629,Ludwig-Tieck-Straße,9,Ginnheim,441,9.67,9,Nord,12.0,60431,Ludwig-Tieck-Straße 60431 Frankfurt,50.1503829,8.6553903,highway,way
2793,Ludwig-Zamenhof-Weg,5,Sachsenhausen-S.,323,5.3,5A,Sachsenhausen,8.0,60598,Ludwig-Zamenhof-Weg 60598 Frankfurt,50.089494,8.6832918,highway,way
1624,Ludwigsburger Weg,6,Zeilsheim,611,6.49,6B,Höchst,17.0,65931,Ludwigsburger Weg 65931 Frankfurt,50.0968652,8.4968365,highway,way
1626,Ludwigshafener Straße,6,Höchst,591,6.46,6C,Höchst,17.0,65929,Ludwigshafener Straße 65929 Frankfurt,50.1005581,8.5414616,highway,way
1628,Ludwigstraße,1,Gallus,152,1.06,1,Gallus,4.0,60327,Ludwigstraße 60327 Frankfurt,50.1073965,8.6591901,highway,way
1631,Luginsland,1,Innenstadt,50,1.02,1,Ost,1.0,60313,Luginsland 60313 Frankfurt,50.1141179,8.6732208,highway,way
1633,Luisenplatz,3,Nordend-Ost,230,3.2,3,Ost,3.0,60316,Luisenplatz 60316 Frankfurt,50.1224155,8.6965663,highway,way
1634,Luisenstraße,3,Nordend-Ost,230,3.2,3,Ost,3.0,60316,Luisenstraße 60316 Frankfurt,50.1224767,8.6967094,highway,way
1635,Lupinenweg,10,Frankfurter Berg,492,10.71,10,Nord,14.0,60433,Lupinenweg 60433 Frankfurt,50.1664521,8.6761041,highway,way
3066,Lurgiallee,8,Niederursel,483,8.63,8,Nord,14.0,60439,Lurgiallee 60439 Frankfurt,50.1695913,8.6387848,amenity,node
1636,Luthmerstraße,6,Nied,561,6.42,6A,Höchst,16.0,65934,Luthmerstraße 65934 Frankfurt,50.099778,8.5727739,highway,way
1637,Luxemburgerallee,4,Ostend,252,4.25,4,Ost,5.0,60385,Luxemburgerallee 60385 Frankfurt,50.1201902,8.7111561,highway,way
1638,Luzernenweg,10,Frankfurter Berg,492,10.71,10,Nord,14.0,60433,Luzernenweg 60433 Frankfurt,50.1675509,8.6757817,highway,way
1639,Lyoner Straße,5,Niederrad,373,5.36,5B,Sachsenhausen,10.0,60528,Lyoner Straße 60528 Frankfurt,50.0799637,8.6358223,highway,way
3604,Maastrichter Ring,1,Gallus,165,1.08,1,Gallus,13.0,60486,Maastrichter Ring 60486 Frankfurt,50.1093299,8.6265543,highway,way
3523,Madrider Straße,1,Gallus,161,1.06,1,Gallus,4.0,60327,Madrider Straße 60327 Frankfurt,50.1080367,8.6458137,highway,way
3536,Magda-Spiegel-Weg,12,Kalbach-Riedberg,651,12.79,12,Nord,14.0,60438,Magda-Spiegel-Weg 60438 Frankfurt,50.1825722,8.6253752,highway,way
3248,Magnolienstraße,6,Unterliederbach,623,6.51,6C,Höchst,17.0,65929,Magnolienstraße 65929 Frankfurt,50.1046798,8.5265787,highway,way
1640,Mahräckerstraße,9,Ginnheim,441,9.67,9,Nord,12.0,60431,Mahräckerstraße 60431 Frankfurt,50.1402895,8.6458377,highway,way
2612,Mailänder Straße,5,Sachsenhausen-S.,323,5.3,5A,Sachsenhausen,8.0,60598,Mailänder Straße 60598 Frankfurt,50.0905899,8.6876511,highway,way
1647,Main-Neckar-Brücke,1,Gutleutviertel,151,1.04,1,Gallus,4.0,60327,Main-Neckar-Brücke 60327 Frankfurt,50.0973622,8.6520467,railway,node
1647,Main-Neckar-Brücke,5,Sachsenhausen-N.,322,5.33,5A,Sachsenhausen,4.0,60596,Main-Neckar-Brücke 60596 Frankfurt,50.095608,8.654029756556644,man_made,way
1641,Mainberg,6,Höchst,580,6.45,6C,Höchst,17.0,65929,Mainberg 65929 Frankfurt,50.0996615,8.5504245,highway,way
1642,Mainfeldstraße,5,Niederrad,371,5.35,5B,Sachsenhausen,10.0,60528,Mainfeldstraße 60528 Frankfurt,50.0912551,8.6427847,highway,way
1644,Mainkai,1,Altstadt,10,1.01,1,Ost,1.0,60311,Mainkai 60311 Frankfurt,50.1089882,8.6821028,railway,node
1645,Mainkurstraße,4,Bornheim,282,4.24,4,Ost,5.0,60385,Mainkurstraße 60385 Frankfurt,50.1253869,8.7071023,amenity,node
1646,Mainluststraße,1,Bahnhofsviertel,90,1.03,1,Gallus,4.0,60329,Mainluststraße 60329 Frankfurt,50.1066459,8.6715832,highway,way
1648,Mainstraße,1,Innenstadt,80,1.01,1,Ost,1.0,60311,Mainstraße 60311 Frankfurt,50.1104146,8.6894816,highway,way
3539,Mainuferpark,1,Altstadt,10,1.01,1,Ost,1.0,60311,Mainuferpark 60311 Frankfurt,,,,
3539,Mainuferpark,1,Innenstadt,40,1.03,1,Ost,1.0,60329,Mainuferpark 60329 Frankfurt,,,,
3539,Mainuferpark,1,Innenstadt,80,1.01,1,Ost,1.0,60314,Mainuferpark 60314 Frankfurt,,,,
3539,Mainuferpark,1,Gutleutviertel,151,1.04,1,Gallus,4.0,60327,Mainuferpark 60327 Frankfurt,,,,
3539,Mainuferpark,5,Sachsenhausen-N.,300,5.31,5A,Sachsenhausen,8.0,60594,Mainuferpark 60594 Frankfurt,,,,
3539,Mainuferpark,5,Sachsenhausen-N.,321,5.32,5A,Sachsenhausen,8.0,60596,Mainuferpark 60596 Frankfurt,,,,
3539,Mainuferpark,5,Sachsenhausen-N.,331,5.31,5A,Sachsenhausen,8.0,60599,Mainuferpark 60599 Frankfurt,,,,
1649,Mainwasenweg,5,Sachsenhausen-N.,331,5.31,5A,Sachsenhausen,8.0,60599,Mainwasenweg 60599 Frankfurt,50.1055129,8.7163644,highway,way
1650,Mainzer Landstraße,1,Bahnhofsviertel,90,1.03,1,Gallus,4.0,60329,Mainzer Landstraße 60329 Frankfurt,50.1119169,8.6666967,highway,way
1650,Mainzer Landstraße,1,Gallus,152,1.06,1,Gallus,4.0,60327,Mainzer Landstraße 60327 Frankfurt,50.1072505,8.6552022,highway,way
1650,Mainzer Landstraße,1,Gallus,152,1.06,1,Gallus,4.0,60326,Mainzer Landstraße 60326 Frankfurt,50.1016812,8.6303867,highway,way
1650,Mainzer Landstraße,6,Griesheim,542,6.4,6A,Gallus,16.0,65933,Mainzer Landstraße 65933 Frankfurt,50.1003144,8.6011516,highway,way
1650,Mainzer Landstraße,6,Nied,562,6.43,6A,Höchst,16.0,65934,Mainzer Landstraße 65934 Frankfurt,50.099208,8.5733621,highway,way
1650,Mainzer Landstraße,2,Westend-Süd,100,2.11,2,Bockenheim,13.0,60325,Mainzer Landstraße 60325 Frankfurt,50.1111157,8.6646562,highway,way
1652,Malapertstraße,3,Nordend-West,202,3.16,3,Dornbusch,12.0,60320,Malapertstraße 60320 Frankfurt,50.1351253,8.6824824,highway,way
1653,Malßstraße,9,Dornbusch,442,9.68,9,Dornbusch,12.0,60320,Malßstraße 60320 Frankfurt,50.1396413,8.6698408,highway,way
3369,Malvenweg,10,Frankfurter Berg,492,10.71,10,Nord,14.0,60433,Malvenweg 60433 Frankfurt,50.1671594,8.6814364,highway,way
1654,Mammolshainer Straße,1,Gallus,165,1.08,1,Gallus,4.0,60326,Mammolshainer Straße 60326 Frankfurt,50.1063017,8.6233108,highway,way
1655,Manderscheider Straße,6,Schwanheim,531,6.38,6A,Sachsenhausen,10.0,60529,Manderscheider Straße 60529 Frankfurt,50.0845971,8.5777583,highway,way
1656,Mannheimer Straße,1,Gutleutviertel,151,1.04,1,Gallus,4.0,60329,Mannheimer Straße 60329 Frankfurt,50.1060668,8.6651842,highway,way
1656,Mannheimer Straße,1,Gutleutviertel,151,1.04,1,Gallus,4.0,60327,Mannheimer Straße 60327 Frankfurt,50.1024732,8.6557147,highway,way
1658,Manskopfstraße,2,Bockenheim,163,2.15,2,Bockenheim,13.0,60486,Manskopfstraße 60486 Frankfurt,50.1141237,8.6342561,highway,way
1659,Marbachweg,10,Preungesheim,470,10.73,10,Dornbusch,12.0,60435,Marbachweg 60435 Frankfurt,50.1439799,8.6922128,highway,way
1659,Marbachweg,9,Dornbusch,463,9.69,9,Dornbusch,12.0,60320,Marbachweg 60320 Frankfurt,50.1390988,8.6719995,highway,way
1659,Marbachweg,11,Seckbach,390,11.75,11,Ost,6.0,60389,Marbachweg 60389 Frankfurt,50.1441165,8.6937501,highway,way
1660,Marburger Straße,2,Bockenheim,361,2.12,2,Bockenheim,13.0,60487,Marburger Straße 60487 Frankfurt,50.1242596,8.6431702,highway,way
1661,Marderweg,6,Griesheim,552,6.41,6A,Gallus,16.0,65933,Marderweg 65933 Frankfurt,50.1012239,8.5941709,highway,way
3342,Margarete-Schütte-Lihotzky-Anlage,7,Praunheim,422,7.59,7,Bockenheim,14.0,60488,Margarete-Schütte-Lihotzky-Anlage 60488 Frankfurt,50.1402971,8.610614067910795,leisure,way
3406,Margarete-Steiff-Straße,12,Kalbach-Riedberg,651,12.79,12,Nord,14.0,60438,Margarete-Steiff-Straße 60438 Frankfurt,50.1784931,8.6391318,highway,way
3515,Margarete-Susman-Weg,12,Kalbach-Riedberg,651,12.79,12,Nord,14.0,60438,Margarete-Susman-Weg 60438 Frankfurt,50.1800474,8.633994,highway,way
3547,Margarete-und-Fritz-Kahl-Anlage,2,Bockenheim,362,2.12,2,Bockenheim,13.0,60487,Margarete-und-Fritz-Kahl-Anlage 60487 Frankfurt,50.129403749999994,8.645136014302189,leisure,way
3597,Margarete-Weber-Anlage,9,Eschersheim,451,9.65,9,Dornbusch,12.0,60433,Margarete-Weber-Anlage 60433 Frankfurt,50.162342699999996,8.66438485492062,leisure,way
1662,Margaretenstraße,7,Rödelheim,402,7.56,7,Bockenheim,11.0,60489,Margaretenstraße 60489 Frankfurt,50.1241579,8.6060846,highway,way
3374,Margeritenweg,10,Frankfurter Berg,492,10.71,10,Nord,14.0,60433,Margeritenweg 60433 Frankfurt,50.1650282,8.682124,highway,way
3743,Maria-Ward-Platz,3,Nordend-West,120,3.21,3,Ost,3.0,60318,Maria-Ward-Platz 60318 Frankfurt,50.1221209,8.689994223167378,highway,way
3612,Marianne-Beuchert-Platz,10,Preungesheim,470,10.73,10,Dornbusch,12.0,60435,Marianne-Beuchert-Platz 60435 Frankfurt,50.14472325,8.699695960718223,highway,way
1663,Mariannenstraße,5,Sachsenhausen-S.,332,5.29,5A,Sachsenhausen,8.0,60599,Mariannenstraße 60599 Frankfurt,50.1011919,8.698404016110626,highway,way
3730,Marie-Bittorf-Anlage,9,Ginnheim,441,9.67,9,Nord,12.0,60431,Marie-Bittorf-Anlage 60431 Frankfurt,50.14372915,8.659138685637132,leisure,way
3189,Marie-Curie-Straße,8,Niederursel,483,8.63,8,Nord,14.0,60439,Marie-Curie-Straße 60439 Frankfurt,50.1686998,8.6310944,highway,way
3757,Marie-Juchacz-Platz,11,Riederwald,262,11.76,11,Ost,18.0,60386,Marie-Juchacz-Platz 60386 Frankfurt,50.12875175,8.734463372530563,leisure,way
3218,Marie-Luise-Kaschnitz-Straße,8,Niederursel,482,8.64,8,Nord,14.0,60439,Marie-Luise-Kaschnitz-Straße 60439 Frankfurt,50.1674571,8.6159978,highway,way
3777,Marie-Pfungst-Platz,1,Gallus,154,1.05,1,Gallus,16.0,60326,Marie-Pfungst-Platz 60326 Frankfurt,,,,
1664,Marienberger Straße,6,Sossenheim,631,6.53,6C,Höchst,17.0,65936,Marienberger Straße 65936 Frankfurt,50.1216472,8.5640614,highway,way
1665,Marienburgstraße,5,Niederrad,371,5.35,5B,Sachsenhausen,10.0,60528,Marienburgstraße 60528 Frankfurt,50.0921266,8.649569,highway,way
1666,Marienstraße,1,Bahnhofsviertel,90,1.03,1,Gallus,4.0,60329,Marienstraße 60329 Frankfurt,50.1122054,8.6692739,highway,way
1667,Mark-Aurel-Straße,8,Heddernheim,431,8.61,8,Nord,14.0,60439,Mark-Aurel-Straße 60439 Frankfurt,50.1581367,8.6440203,highway,way
2657,Märker Straße,13,Nieder-Erlenbach,640,13.8,13,Nord,14.0,60437,Märker Straße 60437 Frankfurt,50.1987224,8.7091362,highway,way
1668,Markgrafenstraße,2,Bockenheim,361,2.12,2,Bockenheim,13.0,60487,Markgrafenstraße 60487 Frankfurt,50.1234167,8.6459751,highway,way
1669,Markomannenweg,6,Unterliederbach,622,6.52,6C,Höchst,17.0,65929,Markomannenweg 65929 Frankfurt,50.1144831,8.5408558,highway,way
1670,Markt,1,Altstadt,10,1.01,1,Ost,1.0,60311,Markt 60311 Frankfurt,50.1108673,8.683880235367184,highway,way
2898,Marktstraße,16,Bergen-Enkheim,680,16.83,16,Ost,18.0,60388,Marktstraße 60388 Frankfurt,50.1550734,8.7502384,amenity,node
1672,Marquardstraße,7,Rödelheim,402,7.56,7,Bockenheim,11.0,60489,Marquardstraße 60489 Frankfurt,50.1238889,8.6079444,highway,way
1673,Marschnerstraße,3,Nordend-West,211,3.19,3,Ost,3.0,60318,Marschnerstraße 60318 Frankfurt,50.1257385,8.6860369,highway,way
3668,Mart-Stam-Straße,12,Kalbach-Riedberg,651,12.79,12,Nord,14.0,60438,Mart-Stam-Straße 60438 Frankfurt,50.1756139,8.6229993,highway,way
1674,Martin-Böff-Gasse,11,Fechenheim,520,11.78,11,Ost,18.0,60386,Martin-Böff-Gasse 60386 Frankfurt,50.1205721,8.771584,highway,way
3616,Martin-Elsässer-Platz,4,Ostend,140,4.26,4,Ost,5.0,60314,Martin-Elsässer-Platz 60314 Frankfurt,50.1091623,8.696963065433902,landuse,way
3276,Martin-Elsässer-Weg,4,Ostend,140,4.26,4,Ost,5.0,60314,Martin-Elsässer-Weg 60314 Frankfurt,50.111117,8.6986429,highway,way
3343,Martin-Henrich-Anlage,6,Schwanheim,531,6.38,6A,Sachsenhausen,10.0,60529,Martin-Henrich-Anlage 60529 Frankfurt,50.0845327,8.575639425831588,leisure,way
2592,Martin-Luther-King-Park,8,Niederursel,481,8.63,8,Nord,14.0,60439,Martin-Luther-King-Park 60439 Frankfurt,50.1616445,8.624785674056676,leisure,way
3315,Martin-Luther-Platz,3,Nordend-Ost,230,3.2,3,Ost,3.0,60316,Martin-Luther-Platz 60316 Frankfurt,50.1239528,8.697287674631417,highway,relation
1675,Martin-Luther-Straße,3,Nordend-Ost,221,3.19,3,Ost,3.0,60316,Martin-Luther-Straße 60316 Frankfurt,50.1259691,8.6976484,highway,way
1675,Martin-Luther-Straße,3,Nordend-Ost,222,3.18,3,Ost,6.0,60389,Martin-Luther-Straße 60389 Frankfurt,50.1293629,8.6979894,highway,way
1676,Martin-May-Straße,5,Sachsenhausen-N.,324,5.32,5A,Sachsenhausen,8.0,60594,Martin-May-Straße 60594 Frankfurt,50.10275,8.6892782,highway,way
3622,Martin-Niemöller-Straße,12,Kalbach-Riedberg,651,12.79,12,Nord,14.0,60438,Martin-Niemöller-Straße 60438 Frankfurt,50.1820637,8.6226616,highway,way
3353,Martin-Weber-Platz,4,Bornheim,281,4.24,4,Ost,6.0,60385,Martin-Weber-Platz 60385 Frankfurt,50.126899550000005,8.718122342951862,highway,way
3709,Martin-Zahn-Straße,10,Eckenheim,461,10.72,10,Dornbusch,12.0,60435,Martin-Zahn-Straße 60435 Frankfurt,50.1540936,8.6795089,highway,way
1677,Martinskirchstraße,6,Schwanheim,531,6.38,6A,Sachsenhausen,10.0,60529,Martinskirchstraße 60529 Frankfurt,50.0862261,8.5885163,amenity,node
1678,Martinsweg,6,Schwanheim,531,6.38,6A,Sachsenhausen,10.0,60529,Martinsweg 60529 Frankfurt,50.0903618,8.5680846,highway,way
1679,Martorffstraße,9,Dornbusch,463,9.69,9,Dornbusch,12.0,60320,Martorffstraße 60320 Frankfurt,50.141073,8.6816268,highway,way
1680,Marxheimer Platz,1,Gallus,164,1.08,1,Gallus,16.0,60326,Marxheimer Platz 60326 Frankfurt,50.1015139,8.6196207,highway,way
1681,Marxheimer Straße,1,Gallus,164,1.08,1,Gallus,16.0,60326,Marxheimer Straße 60326 Frankfurt,50.1008463,8.6197602,highway,way
2724,Maßbornstraße,14,Harheim,660,14.81,14,Nord,14.0,60437,Maßbornstraße 60437 Frankfurt,50.1833219,8.6952207,highway,way
1682,Massenheimer Straße,10,Bonames,491,10.7,10,Nord,14.0,60437,Massenheimer Straße 60437 Frankfurt,50.1849547,8.6671863,highway,way
1683,Maßholderpfad,6,Griesheim,542,6.4,6A,Gallus,16.0,65933,Maßholderpfad 65933 Frankfurt,50.1072636,8.6026042,highway,way
3774,Mathilde-Maier-Straße,1,Gallus,154,1.05,1,Gallus,16.0,60326,Mathilde-Maier-Straße 60326 Frankfurt,,,,
1684,Mathildenplatz,5,Oberrad,380,5.28,5A,Sachsenhausen,8.0,60599,Mathildenplatz 60599 Frankfurt,50.0994356,8.7210224,highway,way
1685,Mathildenstraße,5,Oberrad,380,5.28,5A,Sachsenhausen,8.0,60599,Mathildenstraße 60599 Frankfurt,50.099117,8.7217389,highway,way
3326,Matisseweg,12,Kalbach-Riedberg,651,12.79,12,Nord,14.0,60438,Matisseweg 60438 Frankfurt,50.1765829,8.6444776,highway,way
1686,Matternstraße,10,Eckenheim,461,10.72,10,Dornbusch,12.0,60435,Matternstraße 60435 Frankfurt,50.1486183,8.6838368,highway,way
3686,Matthias-Beltz-Platz,3,Nordend-West,211,3.19,3,Ost,3.0,60318,Matthias-Beltz-Platz 60318 Frankfurt,50.12579805,8.691657118127502,highway,way
1687,Matthias-Claudius-Straße,9,Eschersheim,452,9.66,9,Dornbusch,12.0,60431,Matthias-Claudius-Straße 60431 Frankfurt,50.150411,8.6586577,highway,way
3565,Mattiakerweg,6,Unterliederbach,622,6.52,6C,Höchst,17.0,65929,Mattiakerweg 65929 Frankfurt,50.1151234,8.5438454,highway,way
1688,Mauerweg,3,Nordend-Ost,130,3.2,3,Ost,3.0,60316,Mauerweg 60316 Frankfurt,50.1188901,8.6928727,highway,way
1689,Maulbeerstraße,4,Ostend,251,4.25,4,Ost,5.0,60314,Maulbeerstraße 60314 Frankfurt,50.1148357,8.7055818,highway,way
1690,Mauritiusstraße,6,Schwanheim,531,6.38,6A,Sachsenhausen,10.0,60529,Mauritiusstraße 60529 Frankfurt,50.0885318,8.5773209,amenity,node
1691,Max-Beckmann-Straße,5,Sachsenhausen-S.,332,5.29,5A,Sachsenhausen,8.0,60599,Max-Beckmann-Straße 60599 Frankfurt,50.086446,8.6959765,highway,way
1692,Max-Bock-Straße,9,Dornbusch,462,9.69,9,Dornbusch,12.0,60320,Max-Bock-Straße 60320 Frankfurt,50.1422675,8.6742723,highway,way
3397,Max-Born-Straße,12,Kalbach-Riedberg,651,12.79,12,Nord,14.0,60438,Max-Born-Straße 60438 Frankfurt,50.1762025,8.6321005,highway,way
2956,Max-Bromme-Steig,4,Bornheim,281,4.24,4,Ost,6.0,60386,Max-Bromme-Steig 60386 Frankfurt,50.126767,8.7201314,highway,way
1693,Max-Eyth-Straße,11,Fechenheim,510,11.77,11,Ost,18.0,60386,Max-Eyth-Straße 60386 Frankfurt,50.1233176,8.7608246,highway,way
1694,Max-Hartig-Weg,6,Unterliederbach,621,6.51,6C,Höchst,17.0,65929,Max-Hartig-Weg 65929 Frankfurt,50.1113529,8.5265209,highway,way
1695,Max-Hirsch-Straße,11,Riederwald,262,11.76,11,Ost,18.0,60386,Max-Hirsch-Straße 60386 Frankfurt,50.1291678,8.7312448,highway,way
3466,Max-Holder-Straße,12,Kalbach-Riedberg,650,12.79,12,Nord,14.0,60437,Max-Holder-Straße 60437 Frankfurt,50.189629,8.6503809,highway,way
3696,Max-Horkheimer-Straße,2,Westend-Nord,191,2.09,2,Dornbusch,3.0,60323,Max-Horkheimer-Straße 60323 Frankfurt,50.1291876,8.6694932,highway,way
3503,Max-Kirschner-Weg,8,Heddernheim,431,8.61,8,Nord,14.0,60439,Max-Kirschner-Weg 60439 Frankfurt,50.1645612,8.6351846,highway,way
3230,Max-Leichter-Weg,10,Eckenheim,461,10.72,10,Dornbusch,12.0,60435,Max-Leichter-Weg 60435 Frankfurt,50.148806,8.6859719,highway,way
2774,Max-Planck-Straße,15,Nieder-Eschbach,670,15.82,15,Nord,14.0,60437,Max-Planck-Straße 60437 Frankfurt,50.200326,8.6665875,highway,way
3044,Max-Pruss-Straße,2,Bockenheim,163,2.15,2,Bockenheim,13.0,60486,Max-Pruss-Straße 60486 Frankfurt,50.1130029,8.6177614,highway,way
1697,Max-Quarck-Straße,5,Sachsenhausen-N.,322,5.33,5A,Sachsenhausen,8.0,60596,Max-Quarck-Straße 60596 Frankfurt,50.0927128,8.6763833,highway,way
1698,Max-Reger-Straße,5,Sachsenhausen-S.,325,5.34,5A,Sachsenhausen,10.0,60598,Max-Reger-Straße 60598 Frankfurt,50.0882639,8.6661864,highway,way
3415,Max-von-Laue-Straße,8,Niederursel,484,8.63,8,Nord,14.0,60438,Max-von-Laue-Straße 60438 Frankfurt,50.1745866,8.6316757,highway,way
3570,Max-von-Pettenkofer-Weg,12,Kalbach-Riedberg,651,12.79,12,Nord,14.0,60438,Max-von-Pettenkofer-Weg 60438 Frankfurt,50.1768455,8.6254672,highway,way
1696,Maximilianstraße,4,Bornheim,282,4.24,4,Ost,5.0,60385,Maximilianstraße 60385 Frankfurt,50.1234202,8.7128606,highway,way
2785,Maybachbrücke,8,Heddernheim,431,8.61,8,Nord,14.0,60439,Maybachbrücke 60439 Frankfurt,50.1602057,8.6514421,highway,way
2785,Maybachbrücke,9,Eschersheim,451,9.65,9,Dornbusch,12.0,60433,Maybachbrücke 60433 Frankfurt,50.158281,8.6544972,amenity,node
1700,Maybachstraße,9,Eschersheim,451,9.65,9,Dornbusch,12.0,60433,Maybachstraße 60433 Frankfurt,50.1598955,8.6552262,highway,way
1702,Mayfarthstraße,4,Ostend,261,4.27,4,Ost,5.0,60314,Mayfarthstraße 60314 Frankfurt,50.1104692,8.7122732,highway,way
1703,Mechtildstraße,9,Dornbusch,462,9.69,9,Dornbusch,12.0,60320,Mechtildstraße 60320 Frankfurt,50.1379042,8.6723527,highway,way
2797,Mecklenburger Straße,13,Nieder-Erlenbach,640,13.8,13,Nord,14.0,60437,Mecklenburger Straße 60437 Frankfurt,50.2063676,8.7032607,highway,way
1704,Meerholzer Straße,11,Fechenheim,510,11.77,11,Ost,18.0,60386,Meerholzer Straße 60386 Frankfurt,50.1345687,8.763617,highway,way
1705,Meersburger Straße,11,Fechenheim,520,11.78,11,Ost,18.0,60386,Meersburger Straße 60386 Frankfurt,50.1189004,8.7666454,highway,way
3286,Meier-Seligmann-Weg,16,Bergen-Enkheim,680,16.83,16,Ost,18.0,60388,Meier-Seligmann-Weg 60388 Frankfurt,50.159031,8.7629897,highway,way
1706,Meininger Weg,6,Zeilsheim,611,6.49,6B,Höchst,17.0,65931,Meininger Weg 65931 Frankfurt,50.0968647,8.4960539,highway,way
1707,Meisengasse,1,Innenstadt,50,1.02,1,Ost,1.0,60313,Meisengasse 60313 Frankfurt,50.1154353,8.6759185,highway,way
3720,Meisterpark,6,Sindlingen,601,6.47,6B,Höchst,17.0,65931,Meisterpark 65931 Frankfurt,50.077919800000004,8.519614136753024,leisure,way
1708,Melanchthonplatz,5,Oberrad,380,5.28,5A,Sachsenhausen,8.0,60599,Melanchthonplatz 60599 Frankfurt,50.0979592,8.72825719018789,landuse,way
1709,Melchiorstraße,6,Höchst,591,6.46,6C,Höchst,17.0,65929,Melchiorstraße 65929 Frankfurt,50.1001749,8.5460594,highway,way
1710,Melemstraße,3,Nordend-West,203,3.16,3,Dornbusch,3.0,60322,Melemstraße 60322 Frankfurt,50.1296821,8.6755229,highway,way
1711,Melibocusstraße,5,Niederrad,371,5.35,5B,Sachsenhausen,10.0,60528,Melibocusstraße 60528 Frankfurt,50.0861311,8.6381985,amenity,node
3444,Melli-Beese-Straße,2,Bockenheim,163,2.15,2,Bockenheim,13.0,60486,Melli-Beese-Straße 60486 Frankfurt,50.1128217,8.627185,highway,way
1712,Melsunger Straße,11,Seckbach,390,11.75,11,Ost,6.0,60389,Melsunger Straße 60389 Frankfurt,50.1396137,8.7125087,highway,way
1713,Mendelssohnstraße,2,Westend-Süd,170,2.11,2,Bockenheim,13.0,60325,Mendelssohnstraße 60325 Frankfurt,50.1171423,8.6586045,amenity,node
2617,Mercatorstraße,3,Nordend-West,120,3.21,3,Ost,3.0,60316,Mercatorstraße 60316 Frankfurt,50.1207991,8.689626,highway,way
1714,Mergenthalerstraße,11,Seckbach,390,11.75,11,Ost,18.0,60388,Mergenthalerstraße 60388 Frankfurt,50.1338713,8.7384512,highway,way
1715,Merianplatz,3,Nordend-Ost,130,3.2,3,Ost,3.0,60316,Merianplatz 60316 Frankfurt,50.1199769,8.6950815,railway,node
1716,Merianstraße,3,Nordend-Ost,130,3.2,3,Ost,3.0,60316,Merianstraße 60316 Frankfurt,50.1216441,8.6929537,highway,way
1717,Mertonstraße,2,Westend-Süd,170,2.11,2,Bockenheim,13.0,60325,Mertonstraße 60325 Frankfurt,50.118299,8.6517246,highway,way
2725,Merzenstraße,14,Harheim,660,14.81,14,Nord,14.0,60437,Merzenstraße 60437 Frankfurt,50.1860463,8.6954329,highway,way
