Straßennummer,Straßenname,Ortsbezirk,Stadtteil Name,Stadtbezirk,Stadtbezirksvorst,Schiedsleutebezirk,Sozialrathaus Name,Polizeirevier,Postleitzahl,Address,Latitude,Longitude,class,type
3146,Kracauerstraße,7,Praunheim,424,7.6,7,Bockenheim,14.0,60488,Kracauerstraße 60488 Frankfurt,50.1472412,8.6260521,highway,way
1488,Krälingweg,10,Preungesheim,470,10.73,10,Dornbusch,12.0,60435,Krälingweg 60435 Frankfurt,50.1566371,8.6907762,highway,way
1489,Kranengasse,6,Höchst,580,6.45,6C,Höchst,17.0,65929,Kranengasse 65929 Frankfurt,50.1008352,8.5514823,highway,way
1490,Kranentrank,6,Zeilsheim,611,6.49,6B,Höchst,17.0,65931,Kranentrank 65931 Frankfurt,50.0959959,8.4999045,highway,way
1491,Kranichsteiner Straße,5,Sachsenhausen-S.,323,5.3,5A,Sachsenhausen,8.0,60598,Kranichsteiner Straße 60598 Frankfurt,50.0992361,8.6900499,highway,way
1492,Kransberger Weg,8,Praunheim,426,8.62,7,Nord,14.0,60439,Kransberger Weg 60439 Frankfurt,50.15631,8.6279422,highway,way
1493,Krautgartenweg,8,Niederursel,481,8.63,8,Nord,14.0,60439,Krautgartenweg 60439 Frankfurt,50.1676314,8.6294366,highway,way
1497,Kreutzerstraße,3,Nordend-West,212,3.17,3,Ost,3.0,60318,Kreutzerstraße 60318 Frankfurt,50.1317973,8.6906909,highway,way
2892,Kreuzbergstraße,16,Bergen-Enkheim,680,16.83,16,Ost,18.0,60388,Kreuzbergstraße 60388 Frankfurt,50.1431025,8.7606974,highway,way
1498,Kreuzerhohl,8,Niederursel,481,8.63,8,Nord,14.0,60439,Kreuzerhohl 60439 Frankfurt,50.1711004,8.6240725,highway,way
3538,Kreuzerweg,15,Nieder-Eschbach,670,15.82,15,Nord,14.0,60437,Kreuzerweg 60437 Frankfurt,50.1982076,8.6633217,highway,way
1499,Kreuznacher Straße,2,Bockenheim,342,2.14,2,Bockenheim,13.0,60486,Kreuznacher Straße 60486 Frankfurt,50.1182746,8.6403648,highway,way
1500,Kreuzstraße,10,Preungesheim,470,10.73,10,Dornbusch,12.0,60435,Kreuzstraße 60435 Frankfurt,50.1520655,8.690818,amenity,node
1501,Kriegkstraße,1,Gallus,153,1.05,1,Gallus,4.0,60326,Kriegkstraße 60326 Frankfurt,50.1043647,8.6388661,highway,way
1502,Krifteler Straße,1,Gallus,153,1.05,1,Gallus,4.0,60326,Krifteler Straße 60326 Frankfurt,50.0994236,8.6339319,highway,way
1503,Krögerstraße,1,Innenstadt,60,1.02,1,Ost,1.0,60313,Krögerstraße 60313 Frankfurt,50.1184567,8.6813431,highway,way
1504,Kronberger Straße,2,Westend-Süd,180,2.1,2,Bockenheim,3.0,60323,Kronberger Straße 60323 Frankfurt,50.1195429,8.6659433,highway,way
1506,Kronengasse,6,Höchst,591,6.46,6C,Höchst,17.0,65929,Kronengasse 65929 Frankfurt,50.0997703,8.5468365,highway,way
1507,Kronthaler Straße,1,Gallus,165,1.08,1,Gallus,4.0,60326,Kronthaler Straße 60326 Frankfurt,50.105418,8.6226076,highway,way
1509,Kruggasse,1,Altstadt,10,1.01,1,Ost,1.0,60311,Kruggasse 60311 Frankfurt,50.1114888,8.6840112,highway,way
2893,Krummauer Straße,16,Bergen-Enkheim,680,16.83,16,Ost,18.0,60388,Krummauer Straße 60388 Frankfurt,50.1475843,8.7580046,highway,way
1510,Krumme Weiden,6,Nied,562,6.43,6A,Höchst,16.0,65934,Krumme Weiden 65934 Frankfurt,50.1094117,8.580077,highway,way
1508,Krümmling,6,Sindlingen,601,6.47,6B,Höchst,17.0,65931,Krümmling 65931 Frankfurt,50.0783735,8.5159303,highway,way
1511,Kruppstraße,11,Seckbach,390,11.75,11,Ost,18.0,60388,Kruppstraße 60388 Frankfurt,50.1418649,8.7423109,amenity,node
1512,Küferstraße,6,Sindlingen,601,6.47,6B,Höchst,17.0,65931,Küferstraße 65931 Frankfurt,50.0821308,8.5150483,highway,way
1513,Kühhornshofweg,3,Nordend-West,202,3.16,3,Dornbusch,12.0,60320,Kühhornshofweg 60320 Frankfurt,50.1367601,8.6804259,highway,way
1514,Kuhwaldstraße,2,Bockenheim,342,2.14,2,Bockenheim,13.0,60486,Kuhwaldstraße 60486 Frankfurt,50.1155997,8.6406556,highway,way
1515,Kullmannstraße,10,Preungesheim,470,10.73,10,Dornbusch,12.0,60435,Kullmannstraße 60435 Frankfurt,50.1463688,8.6966372,highway,way
3070,Kupferhammer,8,Heddernheim,431,8.61,8,Nord,14.0,60439,Kupferhammer 60439 Frankfurt,50.1660845,8.6424971,highway,way
1517,Kurfürstenplatz,2,Bockenheim,350,2.13,2,Bockenheim,13.0,60486,Kurfürstenplatz 60486 Frankfurt,50.120881,8.64246151304501,leisure,way
1518,Kurfürstenstraße,2,Bockenheim,350,2.13,2,Bockenheim,13.0,60486,Kurfürstenstraße 60486 Frankfurt,50.1197569,8.6408306,highway,way
1519,Kurhessenstraße,9,Eschersheim,452,9.66,9,Dornbusch,12.0,60431,Kurhessenstraße 60431 Frankfurt,50.1486869,8.6565697,highway,way
1520,Kurmainzer Straße,6,Höchst,580,6.45,6C,Höchst,17.0,65929,Kurmainzer Straße 65929 Frankfurt,50.1092091,8.5514816,highway,way
1520,Kurmainzer Straße,6,Sossenheim,631,6.53,6C,Höchst,17.0,65936,Kurmainzer Straße 65936 Frankfurt,50.116343,8.5601779,highway,way
3672,Kurmarkplatz,13,Nieder-Erlenbach,640,13.8,13,Nord,14.0,60437,Kurmarkplatz 60437 Frankfurt,50.2063415,8.70275555013966,leisure,way
2655,Kurmarkstraße,13,Nieder-Erlenbach,640,13.8,13,Nord,14.0,60437,Kurmarkstraße 60437 Frankfurt,50.2057651,8.7019339,highway,way
3025,Kurt-Blaum-Straße,6,Nied,562,6.43,6A,Höchst,16.0,65934,Kurt-Blaum-Straße 65934 Frankfurt,50.1026484,8.5795208,highway,way
3715,Kurt-Halbritter-Anlage,7,Rödelheim,401,7.55,7,Bockenheim,11.0,60489,Kurt-Halbritter-Anlage 60489 Frankfurt,50.1197019,8.610205278695028,leisure,way
1521,Kurt-Schumacher-Straße,1,Altstadt,10,1.01,1,Ost,1.0,60311,Kurt-Schumacher-Straße 60311 Frankfurt,50.1097385,8.6877287,highway,way
1521,Kurt-Schumacher-Straße,1,Altstadt,10,1.01,1,Ost,1.0,60313,Kurt-Schumacher-Straße 60313 Frankfurt,50.1145759,8.6877241,highway,way
1522,Kurzgasse,7,Rödelheim,401,7.55,7,Bockenheim,11.0,60489,Kurzgasse 60489 Frankfurt,50.1254673,8.6142583,highway,way
1523,Kurzröderstraße,10,Eckenheim,461,10.72,10,Dornbusch,12.0,60435,Kurzröderstraße 60435 Frankfurt,50.1463489,8.6841882,highway,way
1524,Lachnerstraße,11,Fechenheim,520,11.78,11,Ost,18.0,60386,Lachnerstraße 60386 Frankfurt,50.1207991,8.7680221,highway,way
1525,Lachweg,9,Eschersheim,451,9.65,9,Dornbusch,12.0,60433,Lachweg 60433 Frankfurt,50.1624364,8.6580026,highway,way
1526,Ladenburgstraße,9,Dornbusch,462,9.69,9,Dornbusch,12.0,60433,Ladenburgstraße 60433 Frankfurt,50.1479135,8.6699104,highway,way
2744,Lagwiesenweg,15,Nieder-Eschbach,670,15.82,15,Nord,14.0,60437,Lagwiesenweg 60437 Frankfurt,50.1980021,8.6748771,highway,way
1530,Lahmeyerbrücke,4,Ostend,261,4.27,4,Ost,5.0,60314,Lahmeyerbrücke 60314 Frankfurt,50.1249367,8.7426216,highway,way
1530,Lahmeyerbrücke,11,Riederwald,262,11.76,11,Ost,18.0,60386,Lahmeyerbrücke 60386 Frankfurt,50.1249367,8.7426216,highway,way
1531,Lahmeyerstraße,11,Riederwald,262,11.76,11,Ost,18.0,60386,Lahmeyerstraße 60386 Frankfurt,50.1314131,8.7391934,highway,way
1532,Lahnstraße,1,Gallus,153,1.05,1,Gallus,4.0,60326,Lahnstraße 60326 Frankfurt,50.1007841,8.6319488,highway,way
1533,Lamboystraße,5,Sachsenhausen-S.,323,5.3,5A,Sachsenhausen,8.0,60598,Lamboystraße 60598 Frankfurt,50.0912344,8.6806216,highway,way
1534,Landauer Straße,6,Nied,561,6.42,6A,Höchst,16.0,65934,Landauer Straße 65934 Frankfurt,50.0973277,8.5719161,highway,way
1528,Länderweg,5,Sachsenhausen-N.,331,5.31,5A,Sachsenhausen,8.0,60599,Länderweg 60599 Frankfurt,50.1024368,8.7021529,highway,way
2894,Landgraben,16,Bergen-Enkheim,680,16.83,16,Ost,18.0,60388,Landgraben 60388 Frankfurt,50.1562788,8.7493215,highway,way
1536,Landgraf-Philipp-Straße,9,Eschersheim,452,9.66,9,Dornbusch,12.0,60431,Landgraf-Philipp-Straße 60431 Frankfurt,50.1510951,8.6596819,highway,way
1537,Landgraf-Wilhelm-Straße,9,Eschersheim,452,9.66,9,Dornbusch,12.0,60431,Landgraf-Wilhelm-Straße 60431 Frankfurt,50.1517207,8.6611027,highway,way
1535,Landgrafenstraße,2,Bockenheim,350,2.13,2,Bockenheim,13.0,60486,Landgrafenstraße 60486 Frankfurt,50.1208823,8.6471726,highway,way
1535,Landgrafenstraße,2,Bockenheim,350,2.13,2,Bockenheim,13.0,60487,Landgrafenstraße 60487 Frankfurt,50.1208823,8.6471726,highway,way
1538,Landvogtstraße,9,Dornbusch,462,9.69,9,Dornbusch,12.0,60320,Landvogtstraße 60320 Frankfurt,50.1392627,8.6722867,highway,way
2697,Lange Meile,12,Kalbach-Riedberg,650,12.79,12,Nord,14.0,60437,Lange Meile 60437 Frankfurt,50.1901024,8.6395647,highway,way
1543,Lange Straße,1,Innenstadt,80,1.01,1,Ost,1.0,60311,Lange Straße 60311 Frankfurt,50.1090359,8.692741,highway,way
1540,Langenhainer Straße,1,Gallus,165,1.08,1,Gallus,4.0,60326,Langenhainer Straße 60326 Frankfurt,50.1032432,8.628242,highway,way
1541,Langenselbolder Straße,11,Fechenheim,510,11.77,11,Ost,18.0,60386,Langenselbolder Straße 60386 Frankfurt,50.1328462,8.7544365,highway,way
1542,Langer Weg,7,Rödelheim,402,7.56,7,Bockenheim,11.0,60489,Langer Weg 60489 Frankfurt,50.1216051,8.6048185,highway,way
1544,Langheckenweg,9,Eschersheim,452,9.66,9,Dornbusch,12.0,60433,Langheckenweg 60433 Frankfurt,50.1529674,8.6674864,highway,way
1545,Langobardenweg,6,Unterliederbach,622,6.52,6C,Höchst,17.0,65929,Langobardenweg 65929 Frankfurt,50.1137776,8.5387451,highway,way
1546,Langweidenstraße,7,Hausen,410,7.58,7,Bockenheim,11.0,60488,Langweidenstraße 60488 Frankfurt,50.1323153,8.630206,highway,way
1547,Lappengasse,11,Fechenheim,510,11.77,11,Ost,18.0,60386,Lappengasse 60386 Frankfurt,50.1255376,8.7693629,highway,way
1529,Lärchenstraße,6,Griesheim,552,6.41,6A,Gallus,16.0,65933,Lärchenstraße 65933 Frankfurt,50.0965448,8.599374,highway,way
1548,Lassallestraße,11,Riederwald,262,11.76,11,Ost,18.0,60386,Lassallestraße 60386 Frankfurt,50.1302039,8.734042,highway,way
1549,Laubestraße,5,Sachsenhausen-N.,324,5.32,5A,Sachsenhausen,8.0,60594,Laubestraße 60594 Frankfurt,50.1030053,8.6852931,highway,way
1550,Launhardtstraße,4,Ostend,261,4.27,4,Ost,5.0,60314,Launhardtstraße 60314 Frankfurt,50.1125981,8.7124385,highway,way
1551,Launitzstraße,5,Sachsenhausen-N.,324,5.32,5A,Sachsenhausen,8.0,60594,Launitzstraße 60594 Frankfurt,50.1025247,8.6833215,highway,way
2895,Laurentiusstraße,16,Bergen-Enkheim,680,16.83,16,Ost,18.0,60388,Laurentiusstraße 60388 Frankfurt,50.1471367,8.7528865,highway,way
3613,Lausitzstraße,13,Nieder-Erlenbach,640,13.8,13,Nord,14.0,60437,Lausitzstraße 60437 Frankfurt,50.2057651,8.7019339,highway,way
1552,Lauterbacher Straße,11,Fechenheim,510,11.77,11,Ost,18.0,60386,Lauterbacher Straße 60386 Frankfurt,50.134994,8.7508127,highway,way
3372,Lavendelweg,10,Frankfurter Berg,492,10.71,10,Nord,14.0,60433,Lavendelweg 60433 Frankfurt,50.1651137,8.6841821,highway,way
3665,Leberecht-Migge-Anlage,12,Kalbach-Riedberg,651,12.79,12,Nord,14.0,60438,Leberecht-Migge-Anlage 60438 Frankfurt,50.1782914,8.6221434,highway,way
1553,Leerbachstraße,2,Westend-Süd,110,2.1,2,Bockenheim,3.0,60322,Leerbachstraße 60322 Frankfurt,50.1229225,8.6716355,highway,way
1554,Legienstraße,6,Unterliederbach,621,6.51,6C,Höchst,17.0,65929,Legienstraße 65929 Frankfurt,50.1105717,8.5356574,highway,way
1555,Lehmkautstraße,6,Sindlingen,601,6.47,6B,Höchst,17.0,65931,Lehmkautstraße 65931 Frankfurt,50.0815828,8.516578,highway,way
1556,Lehrbergerstraße,7,Rödelheim,402,7.56,7,Bockenheim,11.0,60489,Lehrbergerstraße 60489 Frankfurt,50.1196605,8.6045207,highway,way
1557,Leibbrandstraße,4,Ostend,261,4.27,4,Ost,5.0,60314,Leibbrandstraße 60314 Frankfurt,50.1173026,8.7270561,highway,way
1558,Leibnizstraße,3,Nordend-Ost,230,3.2,3,Ost,3.0,60316,Leibnizstraße 60316 Frankfurt,50.1236685,8.6996999,highway,way
1559,Leimenrode,3,Nordend-West,120,3.21,3,Ost,3.0,60322,Leimenrode 60322 Frankfurt,50.1209883,8.6789448,highway,way
1561,Leinwebergasse,11,Fechenheim,520,11.78,11,Ost,18.0,60386,Leinwebergasse 60386 Frankfurt,50.1234878,8.7710386,highway,way
1562,Leipziger Straße,2,Bockenheim,350,2.13,2,Bockenheim,13.0,60487,Leipziger Straße 60487 Frankfurt,50.1226251,8.6455438,railway,node
1563,Lenaustraße,3,Nordend-West,211,3.19,3,Ost,3.0,60318,Lenaustraße 60318 Frankfurt,50.1287417,8.6888847,highway,way
1564,Lenzenbergstraße,6,Zeilsheim,612,6.5,6B,Höchst,17.0,65931,Lenzenbergstraße 65931 Frankfurt,50.0982099,8.5052013,highway,way
1565,Leo-Gans-Straße,11,Fechenheim,510,11.77,11,Ost,18.0,60386,Leo-Gans-Straße 60386 Frankfurt,50.124292,8.7618315,amenity,node
2739,Leo-Tolstoj-Straße,15,Nieder-Eschbach,670,15.82,15,Nord,14.0,60437,Leo-Tolstoj-Straße 60437 Frankfurt,50.2033729,8.6714796,highway,way
3432,Leonardo-da-Vinci-Allee,2,Bockenheim,163,2.15,2,Bockenheim,13.0,60486,Leonardo-da-Vinci-Allee 60486 Frankfurt,50.1134653,8.6278595,highway,way
3199,Leonhard-Heißwolf-Straße,6,Sossenheim,632,6.54,6C,Höchst,17.0,65936,Leonhard-Heißwolf-Straße 65936 Frankfurt,50.1280935,8.5837653,highway,way
1566,Leonhardsgasse,11,Seckbach,390,11.75,11,Ost,6.0,60389,Leonhardsgasse 60389 Frankfurt,50.1449592,8.7289046,highway,way
3149,Leonhardskirchhof,1,Altstadt,10,1.01,1,Ost,1.0,60311,Leonhardskirchhof 60311 Frankfurt,50.10909085,8.680111742304842,highway,way
3052,Leopold-Ehrmann-Straße,16,Bergen-Enkheim,680,16.83,16,Ost,18.0,60388,Leopold-Ehrmann-Straße 60388 Frankfurt,50.1579897,8.7592023,highway,way
1568,Lepsiusstraße,6,Griesheim,551,6.39,6A,Gallus,16.0,65933,Lepsiusstraße 65933 Frankfurt,50.0918728,8.5989218,highway,way
1569,Lerchenhof (Wohnplatz),6,Sossenheim,632,6.54,6C,Höchst,17.0,65936,Lerchenhof (Wohnplatz) 65936 Frankfurt,,,,
1570,Lerchesbergring,5,Sachsenhausen-S.,323,5.3,5A,Sachsenhausen,8.0,60598,Lerchesbergring 60598 Frankfurt,50.0826992,8.6783187,amenity,node
1571,Lersnerstraße,3,Nordend-West,201,3.21,3,Dornbusch,3.0,60322,Lersnerstraße 60322 Frankfurt,50.12451,8.6814203,amenity,node
1572,Lessingstraße,2,Westend-Süd,100,2.11,2,Bockenheim,13.0,60325,Lessingstraße 60325 Frankfurt,50.114754,8.6616589,highway,way
1573,Lettigkautweg,5,Sachsenhausen-S.,332,5.29,5A,Sachsenhausen,8.0,60599,Lettigkautweg 60599 Frankfurt,50.0965107,8.7023227,amenity,node
1574,Letzter Hasenpfad,5,Sachsenhausen-S.,323,5.3,5A,Sachsenhausen,8.0,60598,Letzter Hasenpfad 60598 Frankfurt,50.0927034,8.6833569,highway,way
2896,Leuchte,16,Bergen-Enkheim,680,16.83,16,Ost,18.0,60388,Leuchte 60388 Frankfurt,50.1430802,8.7555199,amenity,node
3231,Leunabrücke,6,Schwanheim,531,6.38,6A,Sachsenhausen,10.0,60529,Leunabrücke 60529 Frankfurt,50.094497849999996,8.545872130562362,man_made,way
3231,Leunabrücke,6,Schwanheim,531,6.38,6A,Sachsenhausen,10.0,65929,Leunabrücke 65929 Frankfurt,50.094497849999996,8.545872130562362,man_made,way
1575,Leunastraße,6,Höchst,591,6.46,6C,Höchst,17.0,65929,Leunastraße 65929 Frankfurt,50.1013538,8.5390357,highway,way
1576,Leutholdstraße,10,Bonames,491,10.7,10,Nord,14.0,60437,Leutholdstraße 60437 Frankfurt,50.1852883,8.6642777,highway,way
1577,Leverkuser Straße,6,Höchst,591,6.46,6C,Höchst,17.0,65929,Leverkuser Straße 65929 Frankfurt,50.1008932,8.5427128,highway,way
3347,Lia-Wöhr-Platz,1,Gallus,161,1.06,1,Gallus,4.0,60327,Lia-Wöhr-Platz 60327 Frankfurt,50.107412350000004,8.651064312260681,leisure,way
1578,Libellenweg,6,Schwanheim,532,6.37,6A,Sachsenhausen,10.0,60529,Libellenweg 60529 Frankfurt,50.0844673,8.6099057,highway,way
1579,Licher Straße,3,Nordend-Ost,222,3.18,3,Ost,6.0,60389,Licher Straße 60389 Frankfurt,50.1319818,8.7004757,highway,way
1580,Lichtenbergstraße,9,Dornbusch,462,9.69,9,Dornbusch,12.0,60433,Lichtenbergstraße 60433 Frankfurt,50.1498992,8.6714753,highway,way
1581,Lichtensteinstraße,3,Nordend-West,203,3.16,3,Dornbusch,3.0,60322,Lichtensteinstraße 60322 Frankfurt,50.1271437,8.6817259,highway,way
1582,Liebfrauenberg,1,Altstadt,10,1.01,1,Ost,1.0,60313,Liebfrauenberg 60313 Frankfurt,50.11270515,8.68171160992297,highway,relation
1583,Liebfrauenstraße,1,Altstadt,10,1.01,1,Ost,1.0,60313,Liebfrauenstraße 60313 Frankfurt,50.1129347,8.6811591,amenity,node
1584,Liebigstraße,2,Westend-Süd,110,2.1,2,Bockenheim,3.0,60323,Liebigstraße 60323 Frankfurt,50.1215586,8.6652754,highway,way
1585,Liebknechtstraße,6,Unterliederbach,622,6.52,6C,Höchst,17.0,65929,Liebknechtstraße 65929 Frankfurt,50.1067458,8.5430423,highway,way
1586,Liederbacher Straße,6,Unterliederbach,621,6.51,6C,Höchst,17.0,65929,Liederbacher Straße 65929 Frankfurt,50.1062973,8.5366781,highway,way
1587,Liegnitzer Straße,5,Sachsenhausen-S.,326,5.34,5A,Sachsenhausen,8.0,60598,Liegnitzer Straße 60598 Frankfurt,50.0894875,8.6735037,highway,way
3253,Liesel-Christ-Anlage,1,Innenstadt,50,1.02,1,Ost,1.0,60313,Liesel-Christ-Anlage 60313 Frankfurt,50.11636065,8.671408044417388,leisure,way
3253,Liesel-Christ-Anlage,1,Innenstadt,50,1.02,1,Ost,1.0,60322,Liesel-Christ-Anlage 60322 Frankfurt,50.11636065,8.671408044417388,leisure,way
1588,Ligusterweg,10,Frankfurter Berg,492,10.71,10,Nord,14.0,60433,Ligusterweg 60433 Frankfurt,50.1647331,8.673297,highway,way
1591,Lili-Schönemann-Steige,4,Ostend,252,4.25,4,Ost,5.0,60385,Lili-Schönemann-Steige 60385 Frankfurt,50.117005,8.7151208,highway,way
1589,Liliencronstraße,9,Dornbusch,442,9.68,9,Dornbusch,12.0,60320,Liliencronstraße 60320 Frankfurt,50.140628,8.6682312,highway,way
1590,Lilienthalallee,2,Bockenheim,362,2.12,2,Bockenheim,13.0,60487,Lilienthalallee 60487 Frankfurt,50.1286934,8.6484323,highway,way
3759,Lilo-Günzler-Straße,6,Schwanheim,531,6.38,6A,Sachsenhausen,10.0,60529,Lilo-Günzler-Straße 60529 Frankfurt,50.0853312,8.5871156,highway,way
2585,Limescorso,8,Heddernheim,432,8.62,8,Nord,14.0,60439,Limescorso 60439 Frankfurt,50.157817,8.6333754,highway,way
1592,Limpurgergasse,1,Altstadt,10,1.01,1,Ost,1.0,60311,Limpurgergasse 60311 Frankfurt,50.1099582,8.6799776,highway,way
1593,Lindenau,9,Eschersheim,451,9.65,9,Dornbusch,12.0,60433,Lindenau 60433 Frankfurt,50.1576872,8.6562254,highway,way
1594,Lindenhag,6,Griesheim,542,6.4,6A,Gallus,16.0,65933,Lindenhag 65933 Frankfurt,50.1069488,8.6019399,highway,way
2939,Lindenhof (Wohnplatz),16,Bergen-Enkheim,680,16.83,16,Ost,18.0,60388,Lindenhof (Wohnplatz) 60388 Frankfurt,,,,
1595,Lindenring,9,Eschersheim,452,9.66,9,Dornbusch,12.0,60431,Lindenring 60431 Frankfurt,50.1546531,8.6587889,highway,way
1596,Lindenscheidstraße,6,Sossenheim,631,6.53,6C,Höchst,17.0,65936,Lindenscheidstraße 65936 Frankfurt,50.1181347,8.5642283,highway,way
1597,Lindenstraße,2,Westend-Süd,100,2.11,2,Bockenheim,13.0,60325,Lindenstraße 60325 Frankfurt,50.118311,8.6618373,amenity,node
1599,Lindleystraße,4,Ostend,261,4.27,4,Ost,5.0,60314,Lindleystraße 60314 Frankfurt,50.1131495,8.7206783,highway,way
1600,Linkstraße,6,Griesheim,541,6.39,6A,Gallus,16.0,65933,Linkstraße 65933 Frankfurt,50.0921794,8.5985932,highway,way
1601,Linnéstraße,4,Bornheim,282,4.24,4,Ost,5.0,60385,Linnéstraße 60385 Frankfurt,50.1228773,8.7068665,highway,way
3196,Lise-Meitner-Straße,2,Bockenheim,342,2.14,2,Bockenheim,13.0,60486,Lise-Meitner-Straße 60486 Frankfurt,50.1155997,8.6406556,highway,way
3522,Lissabonner Straße,1,Gallus,161,1.06,1,Gallus,4.0,60327,Lissabonner Straße 60327 Frankfurt,50.10802405,8.644410544901659,highway,way
1602,Lixfelder Weg,7,Rödelheim,402,7.56,7,Bockenheim,11.0,60489,Lixfelder Weg 60489 Frankfurt,50.1194103,8.6038555,highway,way
2656,Lochmühlstraße,13,Nieder-Erlenbach,640,13.8,13,Nord,14.0,60437,Lochmühlstraße 60437 Frankfurt,50.2034716,8.707219,highway,way
1605,Loënstraße,3,Nordend-West,203,3.16,3,Dornbusch,3.0,60322,Loënstraße 60322 Frankfurt,50.1313625,8.6807361,highway,way
1603,Löherstraße,5,Sachsenhausen-N.,300,5.31,5A,Sachsenhausen,8.0,60594,Löherstraße 60594 Frankfurt,50.1071617,8.6861521,highway,way
1604,Löhnunggasse,11,Fechenheim,520,11.78,11,Ost,18.0,60386,Löhnunggasse 60386 Frankfurt,50.123523,8.7698406,highway,way
1609,Lohoffstraße,7,Rödelheim,402,7.56,7,Bockenheim,11.0,60489,Lohoffstraße 60489 Frankfurt,50.1237721,8.604729,highway,way
1610,Lohrgasse,11,Seckbach,390,11.75,11,Ost,6.0,60389,Lohrgasse 60389 Frankfurt,50.1462353,8.7279129,highway,way
3719,Lohrpark,11,Seckbach,390,11.75,11,Ost,6.0,60389,Lohrpark 60389 Frankfurt,50.150697300000004,8.729325247182611,leisure,way
3525,Londoner Straße,1,Gallus,161,1.06,1,Gallus,4.0,60327,Londoner Straße 60327 Frankfurt,50.1081314,8.6480116,highway,way
1606,Lönsweg,6,Schwanheim,531,6.38,6A,Sachsenhausen,10.0,60529,Lönsweg 60529 Frankfurt,50.0833364,8.5761734,highway,way
1611,Loreleistraße,6,Unterliederbach,621,6.51,6C,Höchst,17.0,65929,Loreleistraße 65929 Frankfurt,50.1072534,8.540183,highway,way
1612,Lorsbacher Straße,1,Gallus,165,1.08,1,Gallus,4.0,60326,Lorsbacher Straße 60326 Frankfurt,50.1032455,8.6272937,highway,way
1613,Lorscher Straße,7,Rödelheim,402,7.56,7,Bockenheim,11.0,60489,Lorscher Straße 60489 Frankfurt,50.1263416,8.6097553,highway,way
1614,Lortzingstraße,3,Nordend-West,211,3.19,3,Ost,3.0,60318,Lortzingstraße 60318 Frankfurt,50.1271774,8.6901855,highway,way
3692,Lotte-Specht-Park,1,Gallus,162,1.07,1,Gallus,4.0,60326,Lotte-Specht-Park 60326 Frankfurt,50.1063212,8.634869489413198,leisure,way
1607,Lötzener Straße,7,Bockenheim,343,7.57,2,Bockenheim,11.0,60487,Lötzener Straße 60487 Frankfurt,50.1252927,8.6244846,highway,way
1615,Lotzstraße,6,Nied,561,6.42,6A,Höchst,16.0,65934,Lotzstraße 65934 Frankfurt,50.1006474,8.5705483,highway,way
3687,Louis-Appia-Passage,4,Ostend,261,4.27,4,Ost,5.0,60314,Louis-Appia-Passage 60314 Frankfurt,50.1123449,8.7054218,highway,way
3068,Louis-Pasteur-Straße,8,Niederursel,483,8.63,8,Nord,14.0,60439,Louis-Pasteur-Straße 60439 Frankfurt,50.1676051,8.6362999,highway,way
1616,Louisa (Park),5,Sachsenhausen-S.,325,5.34,5A,Sachsenhausen,10.0,60598,Louisa (Park) 60598 Frankfurt,50.08690865,8.66791016801018,leisure,way
1608,Löwengasse,4,Bornheim,281,4.24,4,Ost,6.0,60385,Löwengasse 60385 Frankfurt,50.1279166,8.7142734,highway,way
1617,Lucaestraße,9,Eschersheim,452,9.66,9,Dornbusch,12.0,60433,Lucaestraße 60433 Frankfurt,50.1484637,8.6667084,highway,way
1618,Luciusstraße,6,Höchst,591,6.46,6C,Höchst,17.0,65929,Luciusstraße 65929 Frankfurt,50.0982786,8.5423121,highway,way
3676,Lucy-Hillebrand-Straße,12,Kalbach-Riedberg,651,12.79,12,Nord,14.0,60438,Lucy-Hillebrand-Straße 60438 Frankfurt,50.1751198,8.6237376,highway,way
1619,Ludolfusstraße,2,Bockenheim,362,2.12,2,Bockenheim,13.0,60487,Ludolfusstraße 60487 Frankfurt,50.1226027,8.6514382,highway,way
3475,Ludwig-Emmel-Weg,16,Bergen-Enkheim,680,16.83,16,Ost,18.0,60388,Ludwig-Emmel-Weg 60388 Frankfurt,50.1561996,8.7638449,highway,way
2971,Ludwig-Erhard-Anlage,2,Westend-Süd,170,2.11,2,Bockenheim,13.0,60327,Ludwig-Erhard-Anlage 60327 Frankfurt,50.11378915,8.651927324909352,leisure,way
2971,Ludwig-Erhard-Anlage,2,Westend-Süd,170,2.11,2,Bockenheim,13.0,60325,Ludwig-Erhard-Anlage 60325 Frankfurt,50.11378915,8.651927324909352,leisure,way
3479,Ludwig-Fulda-Weg,12,Kalbach-Riedberg,651,12.79,12,Nord,14.0,60438,Ludwig-Fulda-Weg 60438 Frankfurt,50.1784691,8.6303713,highway,way
3737,Ludwig-Gallmeyer-Straße,5,Oberrad,380,5.28,5A,Sachsenhausen,8.0,60599,Ludwig-Gallmeyer-Straße 60599 Frankfurt,50.1011529,8.7291661,highway,way
3440,Ludwig-Gehm-Weg,7,Praunheim,422,7.59,7,Bockenheim,14.0,60488,Ludwig-Gehm-Weg 60488 Frankfurt,50.1444451,8.6120087,highway,way
1620,Ludwig-Hensler-Straße,6,Unterliederbach,621,6.51,6C,Höchst,17.0,65929,Ludwig-Hensler-Straße 65929 Frankfurt,50.1112929,8.5275004,highway,way
3300,Ludwig-Jost-Allee,6,Unterliederbach,622,6.52,6C,Höchst,17.0,65929,Ludwig-Jost-Allee 65929 Frankfurt,50.1138429,8.5465432,highway,way
